#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x;;
##################################################;;;;;;;;;;;;;;x
# RYAN'S NEW CODE ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
communist_idolg_CZE;Komunistická Strana Ceskoslovenska;Komunistická Strana Ceskoslovenska;Komunistická Strana Ceskoslovenska;;Komunistická strana Ceskoslovenska;;;;;;;;;x
fascistic_idolg_CZR;Workers' Party of Social Justice;;;;;;;;;;;;;x
paternal_auto_idolg_CZR;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_CZR;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_CZR;Civic Democratic Party;;;;;;;;;;;;;x
social_liberal_idolg_CZR;Freedom Union–Democratic Union;;;;;;;;;;;;;x
social_democrat_idolg_CZR;Czech Social Democratic Party;;;;;;;;;;;;;x
left_wing_radical_idolg_CZR;Left Bloc;;;;;;;;;;;;;x
maoist_idolg_CZR;Workers' Party;;;;;;;;;;;;;x
communist_idolg_CZR;Communist Party of Czechoslovakia;;;;;;;;;;;;;x
fascistic_idolg_DDR;DRP;DRP;DRP;;DRP;;;;;;;;;x
paternal_auto_idolg_DDR;DReP;DReP;DReP;;DReP;;;;;;;;;x
social_cons_idolg_DDR;DBD;DBD;DBD;;DBD;;;;;;;;;x
market_liberal_idolg_DDR;LDPD;LDPD;LDPD;;LDPD;;;;;;;;;x
social_liberal_idolg_DDR;CDU;CDU;CDU;;CDU;;;;;;;;;x
social_democrat_idolg_DDR;SPD;SPD;SPD;;SPD;;;;;;;;;x
left_wing_radical_idolg_DDR;DKP;DKP;DKP;;DKP;;;;;;;;;x
maoist_idolg_DDR;MLPD;MLPD;MLPD;;MLPD;;;;;;;;;x
communist_idolg_DDR;SED;SED;SED;;SED;;;;;;;;;x
fascistic_idolg_DEN;Bondepartiet;Bondepartiet;Bondepartiet;;Bondepartiet;;;;;;;;;x
paternal_auto_idolg_DEN;Dansk Samling;Dansk Samling;Dansk Samling;;Dansk Samling;;;;;;;;;x
social_cons_idolg_DEN;Det Konservative Folkeparti;Det Konservative Folkeparti;Det Konservative Folkeparti;;Det Konservative Folkeparti;;;;;;;;;x
market_liberal_idolg_DEN;Venstre;Venstre;Venstre;;Venstre;;;;;;;;;x
social_liberal_idolg_DEN;Radikale Venstre;Radikale Venstre;Radikale Venstre;;Radikale Venstre;;;;;;;;;x
social_democrat_idolg_DEN;Socialdemokraterne;Socialdemokraterne;Socialdemokraterne;;Socialdemokraterne;;;;;;;;;x
left_wing_radical_idolg_DEN;Danmarks Retsforbund;Danmarks Retsforbund;Danmarks Retsforbund;;Danmarks Retsforbund;;;;;;;;;x
maoist_idolg_DEN;Kommunistisk Arbejderparti;Kommunistisk Arbejderparti;Kommunistisk Arbejderparti;;Kommunistisk Arbejderparti;;;;;;;;;x
communist_idolg_DEN;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;;Danmarks Kommunistiske Parti;;;;;;;;;x
fascistic_idolg_DJI;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_DJI;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_DJI;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_DJI;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_DJI;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_DJI;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_DJI;People's Party;;;;;;;;;;;;;x
maoist_idolg_DJI;Workers' Party;;;;;;;;;;;;;x
communist_idolg_DJI;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_DMN;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_DMN;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_DMN;United Workers' Party;;;;;;;;;;;;;x
market_liberal_idolg_DMN;Dominica Progressive Party;;;;;;;;;;;;;x
social_liberal_idolg_DMN;Dominica Liberation Movement;;;;;;;;;;;;;x
social_democrat_idolg_DMN;Dominica Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_DMN;Dominica United People's Party;;;;;;;;;;;;;x
maoist_idolg_DMN;Socialist Workers Party;;;;;;;;;;;;;x
communist_idolg_DMN;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_DOM;Falange de Dominicano;Falange de Dominicano;Falange de Dominicano;;Falange Dominicana;;;;;;;;;x
paternal_auto_idolg_DOM;Partido Dominicano;Partido Dominicano;Partido Dominicano;;Partido Dominicano;;;;;;;;;x
social_cons_idolg_DOM;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;;Partido Reformista Social Cristiano;;;;;;;;;x
market_liberal_idolg_DOM;Fuerza Nacional Progresista;Fuerza Nacional Progresista;Fuerza Nacional Progresista;;Fuerza Nacional Progresista;;;;;;;;;x
social_liberal_idolg_DOM;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;;Partido de la Liberación Dominicana;;;;;;;;;x
social_democrat_idolg_DOM;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;;Partido Revolucionario Dominicano;;;;;;;;;x
left_wing_radical_idolg_DOM;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;;Partido de los Trabajadores Dominicanos;;;;;;;;;x
maoist_idolg_DOM;Movimiento Popular Dominicano;Movimiento Popular Dominicano;Movimiento Popular Dominicano;;Movimiento Popular Dominicano;;;;;;;;;x
communist_idolg_DOM;Partido Comunista de Dominicano;Partido Comunista de Dominicano;Partido Comunista de Dominicano;;Partido Comunista Dominicano;;;;;;;;;x
fascistic_idolg_DRC;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_DRC;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_DRC;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_DRC;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_DRC;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_DRC;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_DRC;People's Party;;;;;;;;;;;;;x
maoist_idolg_DRC;Workers' Party;;;;;;;;;;;;;x
communist_idolg_DRC;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_DRV;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_DRV;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_DRV;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_DRV;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_DRV;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_DRV;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_DRV;People's Party;;;;;;;;;;;;;x
maoist_idolg_DRV;Workers' Party;;;;;;;;;;;;;x
communist_idolg_DRV;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_EAF;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_EAF;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_EAF;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_EAF;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_EAF;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_EAF;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_EAF;People's Party;;;;;;;;;;;;;x
maoist_idolg_EAF;Workers' Party;;;;;;;;;;;;;x
communist_idolg_EAF;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_ECU;Falange del Ecuador;Falange del Ecuador;Falange del Ecuador;;Falange del Ecuador;;;;;;;;;x
paternal_auto_idolg_ECU;Acción Nacional;Acción Nacional;Acción Nacional;;Acción Nacional;;;;;;;;;x
social_cons_idolg_ECU;Frente Radical Alfarista;Frente Radical Alfarista;Frente Radical Alfarista;;Frente Radical Alfarista;;;;;;;;;x
market_liberal_idolg_ECU;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;;Partido Liberal Radical Ecuatoriano;;;;;;;;;x
social_liberal_idolg_ECU;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;;Concentración de Fuerzas Populares;;;;;;;;;x
social_democrat_idolg_ECU;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;x
left_wing_radical_idolg_ECU;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;;Partido de los Trabajadores del Ecuador;;;;;;;;;x
maoist_idolg_ECU;Partido Comunista Marxista-maoist_idolga del Ecuador;Partido Comunista Marxista-maoist_idolga del Ecuador;Partido Comunista Marxista-maoist_idolga del Ecuador;;Partido Comunista Marxista-maoist_idolga del Ecuador;;;;;;;;;x
communist_idolg_ECU;Partido Comunista del Ecuador;Partido Comunista del Ecuador;Partido Comunista del Ecuador;;Partido Comunista del Ecuador;;;;;;;;;x
fascistic_idolg_EGD;British Union of Fascists;Union britannique fasciste;British Union of Fascists;;Unión Británica de Fascistas;;;;;;;;;x
paternal_auto_idolg_EGD;Union Moment;Ligue du Nord;Nordic League;;Liga Nórdica;;;;;;;;;x
social_cons_idolg_EGD;Conservative Party;Parti conservateur;Conservative Party;;Partido Conservador;;;;;;;;;x
market_liberal_idolg_EGD;National Liberal Party;Parti libéral national;National Liberal Party;;Partido Nacional Liberal;;;;;;;;;x
social_liberal_idolg_EGD;Liberal Party;Parti libéral ;Liberal Party;;Partido Liberal;;;;;;;;;x
social_democrat_idolg_EGD;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;x
left_wing_radical_idolg_EGD;Independent Labour Party;Parti travailliste indépendant;Independent Labour Party;;Partido Laborista Independiente;;;;;;;;;x
maoist_idolg_EGD;Revolutionary Socialist League;Ligue socialiste révolutionnaire;Revolutionary Socialist League;;Liga Revolucionaria Socialista;;;;;;;;;x
communist_idolg_EGD;Communist Party;Parti communiste;Kommunistische Partei;;Partido Comunista;;;;;;;;;x
fascistic_idolg_EGY;Arab Fascist Front;Front fasciste arabe;Faschistische Front Arabiens;;Frente Fascista Árabe;;;;;;;;;x
paternal_auto_idolg_EGY;The Abaza Clan;Le clan Abaza;Der Abaza-Klan;;Clan de Abaza;;;;;;;;;x
social_cons_idolg_EGY;Muslim Brotherhood;Les Frères musulmans;Muslimische Bruderschaft;;Hermanos Musulmanes;;;;;;;;;x
market_liberal_idolg_EGY;Wafd Party;Parti Wafd;Wafd-Partei;;Partido Wafd;;;;;;;;;x
social_liberal_idolg_EGY;Ummah Party;Parti Ummah;Ummah-Partei;;Partido Ummah;;;;;;;;;x
social_democrat_idolg_EGY;Arab Socialist Union;Union socialiste arabe;Sozialistische Union Arabiens;;Unión Socialista Árabe;;;;;;;;;x
left_wing_radical_idolg_EGY;National Progressive Unionist Party;Parti progressiste unioniste national;Einheitspartei des nationalen Fortschritts;;Partido de la Unión Progresista Nacional;;;;;;;;;x
maoist_idolg_EGY;Egyptian Arab Socialist Party;Parti socialiste arabe égyptien;Arabische Sozialistenpartei Ägyptens;;Partido Socialista Árabe de Egipto;;;;;;;;;x
communist_idolg_EGY;Communist Party of Egypt;Parti communiste égyptien;Kommunistische Partei Ägyptens;;Partido Comunista de Egipto;;;;;;;;;x
fascistic_idolg_ENG;British Union of Fascists;Union britannique fasciste;British Union of Fascists;;Unión Británica de Fascistas;;;;;;;;;x
paternal_auto_idolg_ENG;Union Moment;Ligue du Nord;Nordic League;;Liga Nórdica;;;;;;;;;x
social_cons_idolg_ENG;Conservative Party;Parti conservateur;Conservative Party;;Partido Conservador;;;;;;;;;x
market_liberal_idolg_ENG;National Liberal Party;Parti libéral national;National Liberal Party;;Partido Nacional Liberal;;;;;;;;;x
social_liberal_idolg_ENG;Liberal Party;Parti libéral ;Liberal Party;;Partido Liberal;;;;;;;;;x
social_democrat_idolg_ENG;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;x
left_wing_radical_idolg_ENG;Independent Labour Party;Parti travailliste indépendant;Independent Labour Party;;Partido Laborista Independiente;;;;;;;;;x
maoist_idolg_ENG;Revolutionary Socialist League;Ligue socialiste révolutionnaire;Revolutionary Socialist League;;Liga Revolucionaria Socialista;;;;;;;;;x
communist_idolg_ENG;Communist Party;Parti communiste;Kommunistische Partei;;Partido Comunista;;;;;;;;;x
fascistic_idolg_EQA;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_EQA;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_EQA;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_EQA;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_EQA;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_EQA;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_EQA;People's Party;;;;;;;;;;;;;x
maoist_idolg_EQA;Workers' Party;;;;;;;;;;;;;x
communist_idolg_EQA;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_EQG;Partido Democrático de Guinea Ecuatorial;;;;;;;;;;;;;x
paternal_auto_idolg_EQG;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_EQG;Alianza Democrática Progresista;;;;;;;;;;;;;x
market_liberal_idolg_EQG;Partido del Progreso de Guinea Ecuatorial;;;;;;;;;;;;;x
social_liberal_idolg_EQG;Unión Democrática Nacional de Guinea Ecuatorial;;;;;;;;;;;;;x
social_democrat_idolg_EQG;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_EQG;People's Party;;;;;;;;;;;;;x
maoist_idolg_EQG;Workers' Party;;;;;;;;;;;;;x
communist_idolg_EQG;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_ERI;New Eritrea Party;;;;;;;;;;;;;x
paternal_auto_idolg_ERI;People's Front for Democracy and Justice;;;;;;;;;;;;;x
social_cons_idolg_ERI;Eritrean National Alliance;;;;;;;;;;;;;x
market_liberal_idolg_ERI;Eritrean Democratic party;;;;;;;;;;;;;x
social_liberal_idolg_ERI;Eritrean Liberal Party;;;;;;;;;;;;;x
social_democrat_idolg_ERI;Eritrean Liberation Front;;;;;;;;;;;;;x
left_wing_radical_idolg_ERI;Eritrean People's Liberation Front;;;;;;;;;;;;;x
maoist_idolg_ERI;Workers' Party;;;;;;;;;;;;;x
communist_idolg_ERI;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_EST;VAPSID;VAPSID;VAPSID;;VAPSID;;;;;;;;;x
paternal_auto_idolg_EST;Talurahvaerakond;Talurahvaerakond;Talurahvaerakond;;Talurahvaerakond;;;;;;;;;x
social_cons_idolg_EST;EKR;EKR;EKR;;EKR;;;;;;;;;x
market_liberal_idolg_EST;VKR;VKR;VKR;;VKR;;;;;;;;;x
social_liberal_idolg_EST;ER;ER;ER;;ER;;;;;;;;;x
social_democrat_idolg_EST;ESÜ;ESÜ;ESÜ;;ESÜ;;;;;;;;;x
left_wing_radical_idolg_EST;ESP;ESP;ESP;;ESP;;;;;;;;;x
maoist_idolg_EST;ESTÜ;ESTÜ;ESTÜ;;ESTÜ;;;;;;;;;x
communist_idolg_EST;EKP;EKP;EKP;;EKP;;;;;;;;;x
fascistic_idolg_ETH;Ethiopian Fascist Front;Front fasciste éthiopien;Faschistische Front Äthiopiens;;Frente Fascista de Etiopía;;;;;;;;;x
paternal_auto_idolg_ETH;Mekwanint;Mekwanint;Mekwanint;;Mekwanint;;;;;;;;;x
social_cons_idolg_ETH;Mesafint;Mesafint;Mesafint;;Mesafint;;;;;;;;;x
market_liberal_idolg_ETH;All-Ethiopian Unity Party;Parti unitaire éthiopien;Gesamtäyptische Einheitspartei;;Partido de Unidad Panetíope;;;;;;;;;x
social_liberal_idolg_ETH;Ethiopian Democratic Unity Party;Parti unitaire démocratique éthiopien;Demokratische Einheitspartei Äthiopiens;;Partido Etíope de Unidad Democrática;;;;;;;;;x
social_democrat_idolg_ETH;Ethiopian Social Democratic Federal Party;Parti social démocrate fédéral éthiopien;Sozialdemokratische Bundespartei Äthiopiens;;Partido Socialdemócrata Federal de Etiopía;;;;;;;;;x
left_wing_radical_idolg_ETH;Ethiopian People's Revolutionary Party;Parti populaire révolutionnaire éthiopien;Äthiopische Volksrevolutionspartei;;Partido Revolucionario del Pueblo?Etíope;;;;;;;;;x
maoist_idolg_ETH;All-Ethiopia Socialist Movement;Mouvement socialiste éthiopien;Gesamtäyptische sozialistische Bewegung;;Movimiento Socialista Panetíope;;;;;;;;;x
communist_idolg_ETH;Workers' Party of Ethiopia;Parti des travailleurs éthiopiens;Äthiopische Arbeiterpartei;;Partido Laborista de Etiopía;;;;;;;;;x
fascistic_idolg_EUS;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_EUS;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_EUS;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_EUS;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_EUS;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_EUS;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_EUS;People's Party;;;;;;;;;;;;;x
maoist_idolg_EUS;Workers' Party;;;;;;;;;;;;;x
communist_idolg_EUS;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_FAR;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_FAR;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_FAR;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_FAR;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_FAR;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_FAR;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_FAR;People's Party;;;;;;;;;;;;;x
maoist_idolg_FAR;Workers' Party;;;;;;;;;;;;;x
communist_idolg_FAR;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_FIN;IKL;IKL;IKL;;IKL;;;;;;;;;x
paternal_auto_idolg_FIN;SMP;SMP;SMP;;SMP;;;;;;;;;x
social_cons_idolg_FIN;KoK;KoK;KoK;;KoK;;;;;;;;;x
market_liberal_idolg_FIN;RKP;RKP;RKP;;RKP;;;;;;;;;x
social_liberal_idolg_FIN;Kesk;Kesk;Kesk;;Kesk;;;;;;;;;x
social_democrat_idolg_FIN;SDP;SDP;SDP;;SDP;;;;;;;;;x
left_wing_radical_idolg_FIN;SKDL;SKDL;SKDL;;SKDL;;;;;;;;;x
maoist_idolg_FIN;MLR;MLR;MLR;;MLR;;;;;;;;;x
communist_idolg_FIN;SKP;SKP;SKP;;SKP;;;;;;;;;x
fascistic_idolg_FJI;Fijian Nationalist Party;;;;;;;;;;;;;x
paternal_auto_idolg_FJI;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_FJI;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_FJI;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_FJI;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_FJI;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_FJI;People's Party;;;;;;;;;;;;;x
maoist_idolg_FJI;Workers' Party;;;;;;;;;;;;;x
communist_idolg_FJI;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_FKL;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_FKL;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_FKL;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_FKL;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_FKL;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_FKL;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_FKL;People's Party;;;;;;;;;;;;;x
maoist_idolg_FKL;Workers' Party;;;;;;;;;;;;;x
communist_idolg_FKL;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_FLA;Vlaams Blok;;;;;;;;;;;;;x
paternal_auto_idolg_FLA;Volksunie;;;;;;;;;;;;;x
social_cons_idolg_FLA;Parti Social Chrétien;;;;;;;;;;;;;x
market_liberal_idolg_FLA;Open Vlaamse Liberalen en Democraten;;;;;;;;;;;;;x
social_liberal_idolg_FLA;Vlaamse Liberalen en Democraten;;;;;;;;;;;;;x
social_democrat_idolg_FLA;Socialistische Partij Anders;;;;;;;;;;;;;x
left_wing_radical_idolg_FLA;Socialistische Partij;;;;;;;;;;;;;x
maoist_idolg_FLA;Alle Macht Aan De Arbeiders;;;;;;;;;;;;;x
communist_idolg_FLA;Kommunistische Partij;;;;;;;;;;;;;x
fascistic_idolg_FPO;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_FPO;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_FPO;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_FPO;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_FPO;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_FPO;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_FPO;People's Party;;;;;;;;;;;;;x
maoist_idolg_FPO;Workers' Party;;;;;;;;;;;;;x
communist_idolg_FPO;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_FRA;Mouvement Franciste;Mouvement franciste;Mouvement Franciste;;Mouvement Franciste;;;;;;;;;x
paternal_auto_idolg_FRA;Action Française;Action française;Action Française;;Action Française;;;;;;;;;x
social_cons_idolg_FRA;FR;FR;FR;;Fra;;;;;;;;;x
market_liberal_idolg_FRA;MRP;MRP;MRP;;MRP;;;;;;;;;x
social_liberal_idolg_FRA;ARV;ARV;ARV;;ARV;;;;;;;;;x
social_democrat_idolg_FRA;SFIO;SFIO;SIFO;;SIFO;;;;;;;;;x
left_wing_radical_idolg_FRA;RAD;RAD;RAD;;RAD;;;;;;;;;x
maoist_idolg_FRA;GBL;GBL;GBL;;GBL;;;;;;;;;x
communist_idolg_FRA;PCF;PCF;PCF;;PCF;;;;;;;;;x
fascistic_idolg_FRG;National Democratic Party of Germany;;;;;;;;;;;;;x
paternal_auto_idolg_FRG;All-German Bloc;;;;;;;;;;;;;x
social_cons_idolg_FRG;Christian Social Union in Bavaria;;;;;;;;;;;;;x
market_liberal_idolg_FRG;Christian Democratic Union of Germany;;;;;;;;;;;;;x
social_liberal_idolg_FRG;Free Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_FRG;Social Democratic Party of Germany;;;;;;;;;;;;;x
left_wing_radical_idolg_FRG;International Marxist Group;;;;;;;;;;;;;x
maoist_idolg_FRG;Marxist–Leninist Party of Germany;;;;;;;;;;;;;x
communist_idolg_FRG;German Communist Party;;;;;;;;;;;;;x
fascistic_idolg_FSU;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_FSU;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_FSU;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_FSU;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_FSU;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_FSU;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_FSU;People's Party;;;;;;;;;;;;;x
maoist_idolg_FSU;Workers' Party;;;;;;;;;;;;;x
communist_idolg_FSU;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_GAB;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_GAB;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_GAB;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_GAB;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_GAB;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_GAB;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_GAB;People's Party;;;;;;;;;;;;;x
maoist_idolg_GAB;Workers' Party;;;;;;;;;;;;;x
communist_idolg_GAB;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_GAM;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_GAM;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_GAM;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_GAM;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_GAM;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_GAM;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_GAM;People's Party;;;;;;;;;;;;;x
maoist_idolg_GAM;Workers' Party;;;;;;;;;;;;;x
communist_idolg_GAM;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_GEO;Fascist Front;;;;;;;;;;;;;x
paternal_auto_idolg_GEO;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_GEO;Democratic Justice Party;;;;;;;;;;;;;x
market_liberal_idolg_GEO;Liberal Party;;;;;;;;;;;;;x
social_liberal_idolg_GEO;Democratic Party;;;;;;;;;;;;;x
social_democrat_idolg_GEO;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_GEO;People's Party;;;;;;;;;;;;;x
maoist_idolg_GEO;Workers' Party;;;;;;;;;;;;;x
communist_idolg_GEO;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_GER;DVFP;DVFP;DVFP;;DVFP;;;;;;;;;x
paternal_auto_idolg_GER;DNVP;DNVP;DNVP;;DNVP;;;;;;;;;x
social_cons_idolg_GER;DVP;DVP;DVP;;DVP;;;;;;;;;x
market_liberal_idolg_GER;DDP;DDP;DDP;;DDP;;;;;;;;;x
social_liberal_idolg_GER;Z;Z;Z;;Z;;;;;;;;;x
social_democrat_idolg_GER;SPD;SPD;SPD;;SPD;;;;;;;;;x
left_wing_radical_idolg_GER;KPD;KPD;KPD;;KPD;;;;;;;;;x
maoist_idolg_GER;KPO;KPO;KPO;;KPO;;;;;;;;;x
communist_idolg_GER;KAPD;KAPD;KAPD;;KAPD;;;;;;;;;x
fascistic_idolg_GHN;United Nationalist Party;;;;;;;;;;;;;x
paternal_auto_idolg_GHN;Democratic Republican Party;;;;;;;;;;;;;x
social_cons_idolg_GHN;All People's Republican Party;;;;;;;;;;;;;x
market_liberal_idolg_GHN;Progress Party;;;;;;;;;;;;;x
social_liberal_idolg_GHN;National Alliance of Liberals;;;;;;;;;;;;;x
social_democrat_idolg_GHN;Democratic Labor Party;;;;;;;;;;;;;x
left_wing_radical_idolg_GHN;People's Action Party;;;;;;;;;;;;;x
maoist_idolg_GHN;Workers' Party;;;;;;;;;;;;;x
communist_idolg_GHN;Communist Party;;;;;;;;;;;;;x
fascistic_idolg_GPF;Silver Legion of America;Légion d'argent américaine;Silver Legion of America;;Legión Plateada de América;;;;;;;;;x
paternal_auto_idolg_GPF;America First Committee;Premier comité américain;America First Committee;;Primer Comité de América;;;;;;;;;x
social_cons_idolg_GPF;Republican Party;Parti républicain;Republican Party;;Partido Republicano;;;;;;;;;x
market_liberal_idolg_GPF;Progressive Party;Parti progressiste;Progressive Party;;Partido Progresista;;;;;;;;;x
social_liberal_idolg_GPF;Democratic Party;Parti démocrate;Democrat Party;;Partido Demócrata;;;;;;;;;x
social_democrat_idolg_GPF;Democratic Farm-Labor Party;Parti démocratique agricole et travailliste;Democratic Farm-Labor Party;;Partido Democrático Laborista Campesino;;;;;;;;;x
left_wing_radical_idolg_GPF;Socialist Party;Parti socialiste;Socialist Party;;Partido Socialista;;;;;;;;;x
